"dog_id","Sample_Year","DAP_Sample_ID","krt_cp_total_protein_value","krt_cp_total_protein_modifier","krt_cp_albumin_value","krt_cp_albumin_modifier","krt_cp_globulins_value","krt_cp_globulins_modifier","krt_cp_alb_glob_ratio_value","krt_cp_alb_glob_ratio_modifier","krt_cp_calcium_value","krt_cp_calcium_modifier","krt_cp_phosphorus_value","krt_cp_phosphorus_modifier","krt_cp_magnesium_value","krt_cp_magnesium_modifier","krt_cp_glucose_value","krt_cp_glucose_modifier","krt_cp_bun_value","krt_cp_bun_modifier","krt_cp_creatinine_value","krt_cp_creatinine_modifier","krt_cp_bilirubin_total_value","krt_cp_bilirubin_total_modifier","krt_cp_alkp_value","krt_cp_alkp_modifier","krt_cp_alt_value","krt_cp_alt_modifier","krt_cp_ggt_value","krt_cp_ggt_modifier","krt_cp_amylase_value","krt_cp_amylase_modifier","krt_cp_triglycerides_value","krt_cp_triglycerides_modifier","krt_cp_cholesterol_value","krt_cp_cholesterol_modifier","krt_cp_sodium_value","krt_cp_sodium_modifier","krt_cp_potassium_value","krt_cp_potassium_modifier","krt_cp_chloride_value","krt_cp_chloride_modifier","krt_cp_sp_ratio_value","krt_cp_sp_ratio_modifier","krt_cp_test_comments"
2806,"precision_1","2806-precision_1-ChemPanel",4.6,NA,1.9,NA,2.7,NA,0.7,NA,8.4,NA,4.2,NA,1.5,NA,92,NA,49,NA,0.99,NA,0.2,NA,1062,NA,203,NA,12,NA,497,NA,103,NA,362,NA,142,NA,4.4,NA,117,NA,32.3,NA,NA
2895,"precision_1","2895-precision_1-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,9.8,NA,3.1,NA,1.6,NA,97,NA,22,NA,1.7,NA,0.2,NA,26,NA,51,NA,4,NA,564,NA,63,NA,192,NA,148,NA,4.5,NA,113,NA,32.9,NA,NA
2895,"precision_2","2895-precision_2-ChemPanel",6.4,NA,3.3,NA,3.1,NA,1.1,NA,9.8,NA,3.2,NA,1.6,NA,96,NA,22,NA,1.7,NA,0.2,NA,24,NA,36,NA,3,NA,606,NA,114,NA,207,NA,148,NA,4.4,NA,114,NA,33.6,NA,NA
2895,"precision_3","2895-precision_3-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,9.7,NA,3.7,NA,1.6,NA,88,NA,20,NA,1.9,NA,0.2,NA,42,NA,37,NA,4,NA,549,NA,180,NA,200,NA,147,NA,4.6,NA,115,NA,32,NA,NA
3035,"precision_1","3035-precision_1-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,9.3,NA,1.2,NA,2.1,NA,101,NA,15,NA,0.9,NA,0.2,NA,18,NA,14,NA,4,NA,304,NA,47,NA,151,NA,145,NA,4.2,NA,111,NA,34.5,NA,"Phosphorus result verified by repeat analysis."
3035,"precision_2","3035-precision_2-ChemPanel",6.4,NA,3.3,NA,3.1,NA,1.1,NA,9.4,NA,1.7,NA,1.8,NA,107,NA,20,NA,1,NA,0.2,NA,16,NA,18,NA,4,NA,325,NA,54,NA,168,NA,144,NA,4.2,NA,112,NA,34.3,NA,NA
3091,"precision_1","3091-precision_1-ChemPanel",5.9,NA,2.5,NA,3.4,NA,0.7,NA,9.4,NA,4.1,NA,1.4,NA,75,NA,20,NA,1,NA,0.5,NA,212,NA,417,NA,20,NA,673,NA,46,NA,297,NA,145,NA,4.1,NA,114,NA,35.4,NA,"ggt verified"
3091,"precision_2","3091-precision_2-ChemPanel",6.3,NA,2.6,NA,3.7,NA,0.7,NA,9.7,NA,4.4,NA,1.3,NA,82,NA,23,NA,1.39,NA,0.8,NA,246,NA,384,NA,19,NA,694,NA,38,NA,219,NA,142,NA,4.4,NA,111,NA,32.3,NA,"No sample hemolysis."
3304,"precision_1","3304-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,10.4,NA,3.2,NA,1.6,NA,99,NA,53,NA,1.47,NA,0.1,NA,385,NA,89,NA,3,NA,791,NA,75,NA,249,NA,148,NA,4.1,NA,111,NA,36.1,NA,NA
3315,"precision_1","3315-precision_1-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.3,NA,2.2,NA,2.3,NA,103,NA,15,NA,1,NA,0.2,NA,30,NA,42,NA,3,"<",517,NA,50,NA,210,NA,147,NA,4.2,NA,113,NA,35,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
3315,"precision_2","3315-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,9.5,NA,2.1,NA,1.8,NA,90,NA,20,NA,1.1,NA,0.2,NA,19,NA,61,NA,3,NA,400,NA,57,NA,192,NA,147,NA,4.4,NA,115,NA,33.4,NA,NA
3412,"precision_1","3412-precision_1-ChemPanel",6.5,NA,3.2,NA,3.3,NA,1,NA,9.3,NA,2.3,NA,2.1,NA,96,NA,19,NA,0.8,NA,0.2,NA,184,NA,87,NA,13,NA,1092,NA,44,NA,195,NA,150,NA,4.3,NA,118,NA,34.9,NA,NA
3412,"precision_2","3412-precision_2-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.1,NA,3.1,NA,1.8,NA,92,NA,17,NA,0.7,NA,0.2,NA,408,NA,193,NA,15,NA,641,NA,41,NA,212,NA,148,NA,4.5,NA,114,NA,32.9,NA,NA
3468,"precision_1","3468-precision_1-ChemPanel",6.7,NA,3.7,NA,3,NA,1.2,NA,10.3,NA,2.9,NA,2.2,NA,77,NA,21,NA,1,NA,0.3,NA,73,NA,350,NA,3,NA,451,NA,53,NA,235,NA,146,NA,4.9,NA,111,NA,29.8,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
3468,"precision_2","3468-precision_2-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,9.7,NA,2.5,NA,1.8,NA,72,NA,21,NA,1,NA,0.3,NA,62,NA,321,NA,4,NA,391,NA,50,NA,278,NA,147,NA,5.1,NA,110,NA,28.8,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
3502,"precision_1","3502-precision_1-ChemPanel",6.2,NA,3.4,NA,2.8,NA,1.2,NA,9.2,NA,1.7,NA,2.1,NA,76,NA,12,NA,1.1,NA,0.3,NA,15,NA,28,NA,3,"<",321,NA,53,NA,221,NA,148,NA,4.6,NA,115,NA,32.2,NA,NA
3502,"precision_2","3502-precision_2-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.8,NA,3.2,NA,1.8,NA,96,NA,23,NA,0.9,NA,0.2,NA,22,NA,39,NA,3,NA,338,NA,104,NA,276,NA,150,NA,4.1,NA,116,NA,36.6,NA,NA
3586,"precision_1","3586-precision_1-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,9.6,NA,3.9,NA,1.8,NA,115,NA,15,NA,1,NA,0.2,NA,48,NA,55,NA,3,"<",540,NA,49,NA,223,NA,148,NA,4.3,NA,115,NA,34.4,NA,NA
3586,"precision_2","3586-precision_2-ChemPanel",6.5,NA,3.5,NA,3,NA,1.2,NA,9.9,NA,4.1,NA,1.7,NA,118,NA,15,NA,1,NA,0.2,NA,55,NA,47,NA,3,"<",346,NA,65,NA,227,NA,148,NA,4.2,NA,114,NA,35.2,NA,NA
3595,"precision_1","3595-precision_1-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,10,NA,3.5,NA,2,NA,101,NA,15,NA,1.2,NA,0.2,NA,53,NA,33,NA,3,"<",927,NA,96,NA,279,NA,146,NA,4.9,NA,114,NA,29.8,NA,NA
3595,"precision_2","3595-precision_2-ChemPanel",6.2,NA,3.4,NA,2.8,NA,1.2,NA,10,NA,4.2,NA,1.7,NA,85,NA,13,NA,1.3,NA,0.3,NA,86,NA,30,NA,3,"<",895,NA,67,NA,278,NA,148,NA,5.3,NA,114,NA,27.9,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
3653,"precision_1","3653-precision_1-ChemPanel",6.3,NA,3.1,NA,3.2,NA,1,NA,9.7,NA,3.5,NA,1.8,NA,95,NA,18,NA,1.3,NA,0.3,NA,53,NA,34,NA,3,"<",474,NA,47,NA,199,NA,148,NA,4,NA,112,NA,37,NA,"<u>08/11/2021 </u>Report amended to correct GGT value. The instrument originally reported a GGT value of 25 U/L. Given normal ALKP activities, GGT analysis was repeated to verify. Several repeat tests resulted in GGT values of <3 U/L, which is clinically normal. We apologize for this error. The cause of the original instrument error is unknown. Please know we will thoroughly evaluate the circumstances leading to this error in order to prevent recurrence. Do not hesitate to contact me with any questions. "
3653,"precision_2","3653-precision_2-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,9.8,NA,4.4,NA,1.8,NA,85,NA,15,NA,1.1,NA,0.4,NA,63,NA,22,NA,3,"<",441,NA,49,NA,238,NA,147,NA,4.4,NA,114,NA,33.4,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
3803,"precision_1","3803-precision_1-ChemPanel",6.8,NA,3.7,NA,3.1,NA,1.2,NA,12.2,NA,4,NA,1.8,NA,103,NA,24,NA,0.87,NA,0.2,NA,2298,NA,48,NA,3,"<",895,NA,89,NA,271,NA,146,NA,5.1,NA,109,NA,28.6,NA,"ALKP result verified by repeat analysis."
3900,"precision_1","3900-precision_1-ChemPanel",7.4,NA,4,NA,3.4,NA,1.2,NA,11.4,NA,4.5,NA,1.8,NA,87,NA,24,NA,0.8,NA,0.2,NA,2678,NA,237,NA,8,NA,1006,NA,271,NA,430,NA,144,NA,5,NA,108,NA,28.8,NA,"ALKP result verified by repeat analysis.1+ hemolysis is reported and may falsely increase the AST and K results.1+ lipemia is reported. No known interferences."
3900,"precision_2","3900-precision_2-ChemPanel",7.5,NA,3.9,NA,3.6,NA,1.1,NA,11.8,NA,5.7,NA,2.1,NA,80,NA,35,NA,1.3,NA,0.2,NA,3436,NA,337,NA,10,NA,1039,NA,64,NA,485,NA,146,NA,5.6,NA,110,NA,26.1,NA,"ALKP result verified by repeat analysis. 1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
4093,"precision_1","4093-precision_1-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,10,NA,4,NA,2,NA,101,NA,17,NA,0.7,NA,0.3,NA,152,NA,141,NA,14,NA,453,NA,41,NA,278,NA,147,NA,4.4,NA,113,NA,33.4,NA,NA
4093,"precision_2","4093-precision_2-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,10.1,NA,4,NA,1.7,NA,98,NA,24,NA,0.7,NA,0.2,NA,93,NA,72,NA,6,NA,464,NA,62,NA,296,NA,147,NA,4.2,NA,115,NA,35,NA,NA
4284,"precision_1","4284-precision_1-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,10.3,NA,3.6,NA,1.6,NA,97,NA,18,NA,1,NA,0.2,NA,225,NA,38,NA,10,NA,410,NA,100,NA,219,NA,150,NA,4.2,NA,111,NA,35.7,NA,"GGT verified by repeat analysis. Repeat was 12 U/L."
4290,"precision_1","4290-precision_1-ChemPanel",5.5,NA,2.7,NA,2.8,NA,1,NA,9.3,NA,2.6,NA,1.9,NA,94,NA,11,NA,0.7,NA,0.2,NA,38,NA,25,NA,3,NA,467,NA,77,NA,200,NA,146,NA,4.3,NA,115,NA,34,NA,NA
4352,"precision_1","4352-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,10.4,NA,3.2,NA,1.6,NA,82,NA,16,NA,1,NA,0.2,NA,183,NA,65,NA,4,NA,346,NA,82,NA,402,NA,146,NA,4.6,NA,115,NA,31.7,NA,"1+ hemolysis is reported and may falsely increase the AST and K results."
4352,"precision_2","4352-precision_2-ChemPanel",5.9,NA,2.9,NA,3,NA,1,NA,10.2,NA,3.6,NA,1.8,NA,80,NA,16,NA,0.9,NA,0.2,NA,224,NA,62,NA,3,"<",343,NA,106,NA,384,NA,149,NA,5.1,NA,116,NA,29.2,NA,NA
4352,"precision_3","4352-precision_3-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.7,NA,3.4,NA,1.8,NA,46,NA,20,NA,0.66,NA,0.2,NA,215,NA,134,NA,3,"<",334,NA,80,NA,370,NA,149,NA,5,NA,115,NA,29.8,NA,"Prolonged contact of serum or plasma with the clot could account for the low glucose value. Correlate with time between specimen collection and centrifugation as well as the full clinical history.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
4408,"precision_1","4408-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,10,NA,4.8,NA,1.5,NA,99,NA,22,NA,0.74,NA,0.1,NA,77,NA,51,NA,4,NA,663,NA,97,NA,214,NA,146,NA,5,NA,114,NA,29.2,NA,NA
4416,"precision_1","4416-precision_1-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,10.1,NA,3.5,NA,2.2,NA,88,NA,16,NA,1.3,NA,0.3,NA,33,NA,21,NA,3,NA,407,NA,42,NA,315,NA,148,NA,4.7,NA,115,NA,31.5,NA,NA
4416,"precision_2","4416-precision_2-ChemPanel",5.9,NA,2.9,NA,3,NA,1,NA,9.8,NA,3.5,NA,1.9,NA,90,NA,16,NA,1.2,NA,0.2,NA,32,NA,18,NA,4,NA,398,NA,39,NA,305,NA,148,NA,4.8,NA,115,NA,30.8,NA,NA
4416,"precision_3","4416-precision_3-ChemPanel",5.7,NA,3,NA,2.7,NA,1.1,NA,9.3,NA,3.4,NA,1.7,NA,86,NA,13,NA,1.23,NA,0.3,NA,28,NA,19,NA,4,NA,482,NA,53,NA,266,NA,147,NA,4.9,NA,115,NA,30,NA,NA
4425,"precision_1","4425-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,11.8,NA,4,NA,2.1,NA,98,NA,26,NA,2.1,NA,0.2,NA,56,NA,31,NA,5,NA,799,NA,148,NA,257,NA,144,NA,4.9,NA,109,NA,29.4,NA,NA
4425,"precision_2","4425-precision_2-ChemPanel",6,NA,2.9,NA,3.1,NA,0.9,NA,12.4,NA,4.3,NA,1.7,NA,104,NA,20,NA,2.03,NA,0.1,NA,73,NA,37,NA,4,NA,798,NA,127,NA,248,NA,143,NA,5,NA,114,NA,28.6,NA,NA
4859,"precision_1","4859-precision_1-ChemPanel",5.2,NA,2.7,NA,2.5,NA,1.1,NA,9.6,NA,4.9,NA,1.7,NA,98,NA,12,NA,0.8,NA,0.2,NA,29,NA,26,NA,4,NA,740,NA,65,NA,248,NA,146,NA,4.3,NA,115,NA,34,NA,NA
4859,"precision_2","4859-precision_2-ChemPanel",6.2,NA,3,NA,3.2,NA,0.9,NA,10.1,NA,4.4,NA,1.5,NA,88,NA,15,NA,1,NA,0.2,NA,26,NA,23,NA,4,NA,907,NA,82,NA,218,NA,148,NA,4.3,NA,115,NA,34.4,NA,NA
4919,"precision_1","4919-precision_1-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.6,NA,3,NA,2,NA,100,NA,15,NA,1.2,NA,0.2,NA,65,NA,31,NA,3,"<",653,NA,94,NA,282,NA,147,NA,4.5,NA,109,NA,32.7,NA,"Serum was not completed separated from RBCs, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium, CK) and others could be falsely low (glucose).1+ hemolysis is reported and may falsely increase the AST and K results."
4919,"precision_2","4919-precision_2-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.6,NA,3.4,NA,1.7,NA,96,NA,10,NA,1.4,NA,0.2,NA,105,NA,21,NA,3,NA,575,NA,62,NA,299,NA,147,NA,4.6,NA,115,NA,32,NA,NA
5057,"precision_1","5057-precision_1-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,9.4,NA,3.7,NA,2.1,NA,88,NA,24,NA,1,NA,0.2,NA,30,NA,29,NA,4,NA,467,NA,90,NA,181,NA,145,NA,4.4,NA,111,NA,33,NA,NA
5486,"precision_1","5486-precision_1-ChemPanel",6.8,NA,3.5,NA,3.3,NA,1.1,NA,10.5,NA,3.7,NA,2.1,NA,87,NA,11,NA,1,NA,0.4,NA,20,NA,139,NA,3,"<",812,NA,50,NA,301,NA,147,NA,4.3,NA,112,NA,34.2,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
5486,"precision_2","5486-precision_2-ChemPanel",6.7,NA,3.5,NA,3.2,NA,1.1,NA,10.8,NA,3.5,NA,1.8,NA,98,NA,15,NA,0.9,NA,0.4,NA,14,NA,159,NA,3,"<",422,NA,86,NA,311,NA,148,NA,4.5,NA,113,NA,32.9,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, bilirubin, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
5670,"precision_1","5670-precision_1-ChemPanel",6.7,NA,3.7,NA,3,NA,1.2,NA,7,NA,3.7,NA,2.3,NA,54,NA,29,NA,1,NA,0.4,NA,5,"<",19,NA,4,NA,436,NA,377,NA,275,NA,149,NA,5.1,NA,113,NA,29.2,NA,"ALKP result verified by repeat analysis. 4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.1+ lipemia is reported. No known interferences.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
5670,"precision_2","5670-precision_2-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,10.4,NA,3.1,NA,1.8,NA,100,NA,25,NA,1.1,NA,0.2,NA,17,NA,47,NA,3,NA,459,NA,84,NA,226,NA,148,NA,4.3,NA,117,NA,34.4,NA,NA
5670,"precision_3","5670-precision_3-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,10.3,NA,3.7,NA,1.6,NA,90,NA,26,NA,1.23,NA,0.2,NA,12,NA,34,NA,3,NA,436,NA,237,NA,238,NA,145,NA,4.2,NA,113,NA,34.5,NA,"GGT exactly 3."
6214,"precision_1","6214-precision_1-ChemPanel",6.1,NA,3.4,NA,2.7,NA,1.3,NA,8.7,NA,4.2,NA,1.7,NA,25,NA,9,NA,0.8,NA,0.2,NA,60,NA,71,NA,3,"<",455,NA,85,NA,185,NA,147,NA,5.2,NA,115,NA,28.3,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
6214,"precision_2","6214-precision_2-ChemPanel",5.8,NA,3.3,NA,2.5,NA,1.3,NA,9.3,NA,3.8,NA,1.4,NA,101,NA,10,NA,0.8,NA,0.1,NA,69,NA,56,NA,3,NA,502,NA,52,NA,216,NA,145,NA,4,NA,117,NA,36.3,NA,NA
6230,"precision_1","6230-precision_1-ChemPanel",6.4,NA,3.3,NA,3.1,NA,1.1,NA,9.6,NA,4.9,NA,2.3,NA,80,NA,13,NA,0.6,NA,0.3,NA,51,NA,37,NA,3,"<",501,NA,41,NA,170,NA,144,NA,4.3,NA,111,NA,33.5,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
6230,"precision_2","6230-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,9.9,NA,4.3,NA,1.8,NA,102,NA,13,NA,0.7,NA,0.2,NA,49,NA,40,NA,3,"<",451,NA,70,NA,163,NA,147,NA,4.5,NA,114,NA,32.7,NA,NA
6728,"precision_1","6728-precision_1-ChemPanel",6.3,NA,3,NA,3.3,NA,0.9,NA,9.7,NA,3.4,NA,1.9,NA,101,NA,22,NA,1.1,NA,0.2,NA,19,NA,29,NA,3,"<",728,NA,68,NA,259,NA,149,NA,4.1,NA,119,NA,36.3,NA,NA
6728,"precision_2","6728-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,10,NA,3.3,NA,1.8,NA,96,NA,24,NA,1.09,NA,0.2,NA,20,NA,25,NA,3,"<",651,NA,111,NA,204,NA,151,NA,3.9,NA,116,NA,38.7,NA,NA
6810,"precision_1","6810-precision_1-ChemPanel",6.7,NA,3.5,NA,3.2,NA,1.1,NA,10.4,NA,2.2,NA,2,NA,93,NA,15,NA,1.1,NA,0.2,NA,18,NA,28,NA,3,NA,494,NA,117,NA,215,NA,150,NA,3.8,NA,120,NA,39.5,NA,NA
6810,"precision_2","6810-precision_2-ChemPanel",6.7,NA,3.2,NA,3.5,NA,0.9,NA,10.2,NA,2.5,NA,1.7,NA,94,NA,14,NA,1.1,NA,0.2,NA,19,NA,37,NA,3,"<",491,NA,165,NA,224,NA,148,NA,4.1,NA,116,NA,36.1,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
6810,"precision_3","6810-precision_3-ChemPanel",6.9,NA,3.4,NA,3.5,NA,1,NA,10.6,NA,2.5,NA,1.8,NA,89,NA,20,NA,1.09,NA,0.3,NA,19,NA,40,NA,3,"<",534,NA,205,NA,245,NA,149,NA,4.1,NA,118,NA,36.3,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
7107,"precision_1","7107-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.3,NA,3.8,NA,1.8,NA,107,NA,17,NA,1.2,NA,0.2,NA,363,NA,96,NA,5,NA,691,NA,103,NA,276,NA,148,NA,4.7,NA,112,NA,31.5,NA,NA
7113,"precision_1","7113-precision_1-ChemPanel",6.4,NA,3.2,NA,3.2,NA,1,NA,9.6,NA,3.6,NA,2.2,NA,106,NA,13,NA,0.9,NA,0.2,NA,28,NA,32,NA,3,"<",612,NA,46,NA,264,NA,145,NA,4.7,NA,111,NA,30.9,NA,NA
7113,"precision_2","7113-precision_2-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,9.8,NA,3.1,NA,1.9,NA,96,NA,15,NA,0.9,NA,0.2,NA,26,NA,32,NA,4,NA,527,NA,35,NA,246,NA,147,NA,4.5,NA,113,NA,32.7,NA,NA
7335,"precision_1","7335-precision_1-ChemPanel",7,NA,3.5,NA,3.5,NA,1,NA,9.1,NA,3.1,NA,3.1,NA,86,NA,28,NA,0.7,NA,0.4,NA,22,NA,61,NA,3,"<",538,NA,63,NA,271,NA,147,NA,4.8,NA,114,NA,30.6,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
7335,"precision_2","7335-precision_2-ChemPanel",7.4,NA,4.1,NA,3.3,NA,1.2,NA,6.7,NA,15.7,NA,2.7,NA,10,"<",52,NA,1.1,NA,1.1,NA,6,NA,52,NA,3,"<",387,NA,76,NA,308,NA,155,NA,5.8,NA,107,NA,26.7,NA,"Glucose result verified by repeat analysis. Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
7348,"precision_1","7348-precision_1-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,9.6,NA,4,NA,2.2,NA,96,NA,15,NA,0.9,NA,0.3,NA,25,NA,33,NA,4,NA,339,NA,64,NA,354,NA,148,NA,4.3,NA,115,NA,34.4,NA,NA
7348,"precision_2","7348-precision_2-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,9.7,NA,4.5,NA,2,NA,89,NA,17,NA,0.7,NA,0.4,NA,51,NA,28,NA,3,"<",341,NA,51,NA,331,NA,145,NA,4.3,NA,116,NA,33.7,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
7800,"precision_1","7800-precision_1-ChemPanel",6.6,NA,3.4,NA,3.2,NA,1.1,NA,11,NA,3.4,NA,1.9,NA,92,NA,26,NA,1.28,NA,0.1,NA,45,NA,62,NA,3,"<",863,NA,173,NA,308,NA,150,NA,4.4,NA,113,NA,34.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
7917,"precision_1","7917-precision_1-ChemPanel",6.4,NA,3.5,NA,2.9,NA,1.2,NA,10.2,NA,4.7,NA,2,NA,100,NA,11,NA,0.9,NA,0.2,NA,22,NA,42,NA,3,NA,376,NA,77,NA,161,NA,148,NA,4.2,NA,116,NA,35.2,NA,NA
7948,"precision_1","7948-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,9.9,NA,2.8,NA,1.9,NA,117,NA,11,NA,0.9,NA,0.3,NA,42,NA,35,NA,3,"<",1132,NA,65,NA,244,NA,146,NA,4.2,NA,113,NA,34.8,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
7948,"precision_2","7948-precision_2-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,9.9,NA,3.6,NA,1.5,NA,109,NA,12,NA,0.9,NA,0.2,NA,46,NA,51,NA,3,"<",666,NA,69,NA,253,NA,145,NA,4.4,NA,112,NA,33,NA,NA
7989,"precision_1","7989-precision_1-ChemPanel",4.9,NA,2.6,NA,2.3,NA,1.1,NA,10,NA,4.4,NA,1.8,NA,102,NA,46,NA,2.9,NA,0.2,NA,23,NA,27,NA,3,"<",1388,NA,62,NA,207,NA,143,NA,4.4,NA,112,NA,32.5,NA,NA
8042,"precision_1","8042-precision_1-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,9.7,NA,3.8,NA,1.8,NA,102,NA,21,NA,1.2,NA,0.3,NA,43,NA,24,NA,3,NA,454,NA,58,NA,296,NA,146,NA,4.4,NA,111,NA,33.2,NA,NA
8042,"precision_2","8042-precision_2-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,9.7,NA,3.8,NA,1.9,NA,104,NA,22,NA,1.3,NA,0.4,NA,97,NA,28,NA,3,"<",543,NA,180,NA,343,NA,145,NA,4.4,NA,112,NA,33,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results. 1+ lipemia is reported. No known interferences."
8042,"precision_3","8042-precision_3-ChemPanel",5.8,NA,2.9,NA,2.9,NA,1,NA,9.5,NA,3.3,NA,1.7,NA,102,NA,23,NA,1.17,NA,0.2,NA,131,NA,29,NA,3,NA,445,NA,68,NA,265,NA,145,NA,4.2,NA,112,NA,34.5,NA,NA
8675,"precision_1","8675-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,10,NA,3.9,NA,2,NA,89,NA,15,NA,0.7,NA,0.1,NA,11,NA,37,NA,4,NA,311,NA,70,NA,253,NA,148,NA,4.2,NA,113,NA,35.2,NA,NA
8675,"precision_2","8675-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,9.7,NA,3.4,NA,1.9,NA,84,NA,17,NA,0.61,NA,0.1,NA,12,NA,34,NA,5,NA,354,NA,55,NA,183,NA,145,NA,4.3,NA,113,NA,33.7,NA,NA
8936,"precision_1","8936-precision_1-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,10,NA,3.6,NA,2.3,NA,101,NA,19,NA,0.8,NA,0.2,NA,283,NA,56,NA,3,NA,405,NA,174,NA,187,NA,148,NA,4.7,NA,111,NA,31.5,NA,NA
