"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
9316,"annual_2022","2022-07-13",1,0,"Deck stairs in the back yard. Stairs are made of composite decking material",16.5,10,3,1,"1.54",NA,1,"1.60",NA,1,"1.54",NA,1,0,1,0,0,0,NA
9329,"annual_2022","2022-06-28",0,NA,"In my house",20,8,2,1,"1.88",NA,1,"2.01",NA,1,"1.81",NA,0,0,1,0,0,0,NA
9456,"annual_2022","2022-07-24",1,0,"In my house, carpeted stairs",17,14,3,1,"1.95",NA,1,"2.41",NA,1,"2.27",NA,1,0,1,0,0,0,NA
9456,"annual_2023","2023-05-11",1,0,"The main stairs inside my house.",16.5,14,2,1,"2.86",NA,1,"3.13",NA,1,"3.33",NA,0,0,1,1,0,0,NA
9588,"annual_2022","2022-06-26",0,NA,"inside our home",18,13,1,1,"1.92",NA,1,"2.06",NA,1,"2.33",NA,1,0,0,0,0,0,NA
9588,"annual_2023","2023-05-07",1,0,"Stairs in our house - carpeted",24,13,1,1,"2.39",NA,1,"2.65",NA,1,"3.32",NA,1,0,0,0,0,0,NA
9658,"annual_2023","2023-04-25",1,0,"entry way inside the house leading upstairs. they are wooden stairs going from tile at the bottom to carpet at the top.",19,14,3,1,"3.9",NA,1,"3.78",NA,1,"4.2",NA,0,0,1,0,0,0,NA
9780,"annual_2022","2022-07-25",0,NA,"carpeted stairs inside my house",18,14,3,1,"5.41",NA,1,"3.65",NA,1,"4.18",NA,1,0,1,0,0,0,NA
9947,"annual_2023","2023-05-18",0,NA,"inside house, carpeted",18,11,3,1,"1.94",NA,1,"2.07",NA,1,"4.85",NA,1,0,0,0,0,0,NA
10393,"annual_2023","2023-05-13",1,0,"Inside my home with carpet",18,14,2,1,"2.54",NA,1,"1.92",NA,1,"1.62",NA,1,0,0,0,0,0,NA
10465,"annual_2022","2022-07-23",0,NA,"inside my house, carpet",19,10,4,1,"2.21",NA,1,"2.11",NA,1,"1.96",NA,0,0,1,0,0,0,NA
10595,"annual_2023","2023-05-03",0,NA,"garage",18,8,2,1,"0.84",NA,1,".89",NA,1,".84",NA,1,0,1,0,0,0,NA
10647,"annual_2023","2023-05-16",1,0,"Park  Concrete",15,8,4,1,"1.72",NA,1,"2.00",NA,1,"1.99",NA,0,0,0,0,1,0,NA
10650,"annual_2022","2022-07-17",1,0,"hardwood (red oak) from landing to upper floor. Barney is familiar with them. 12 stairs at 7"" height each.",18,12,5,1,"1.83",NA,1,"1.70",NA,1,"1.89",NA,1,0,0,0,0,0,NA
10650,"annual_2023","2023-05-07",1,0,"Wooden stairs",18,12,3,1,"2.2",NA,1,"1.5",NA,1,"2.3",NA,1,0,0,0,0,0,NA
10666,"annual_2023","2023-04-26",0,NA,"in our house, carpeted",19,13,1,1,"1.2",NA,1,"1.06",NA,1,"1.46",NA,1,0,1,0,0,0,NA
11023,"annual_2023","2023-05-22",1,0,"Inside our house",19,14,2,1,"2.41",NA,1,"2.82",NA,1,"2.52",NA,1,0,0,0,0,0,NA
11086,"annual_2023","2023-04-20",1,0,"inside my house",18,16,3,1,"4.69",NA,1,"4.61",NA,1,"3.13",NA,0,0,1,0,0,0,NA
11088,"annual_2023","2023-04-29",1,0,"Inside my house, the steps to the second floor, carpeted.",20.5,14,2,1,"1.95",NA,1,"2.4",NA,1,"1.83",NA,1,0,0,0,0,0,NA
11206,"annual_2023","2023-05-21",1,0,"Inside house, carpeted flight to second floor.",18,15,1,1,"1.45",NA,1,"1.32",NA,1,"1.32",NA,1,0,0,0,0,0,NA
11230,"annual_2023","2023-05-07",1,0,"This is a set of carpeted stairs in the home from the 1st to 2nd floor.",19,12,1,1,"5.37",NA,1,"5.21",NA,1,"3.94",NA,1,0,0,0,0,0,NA
11238,"annual_2023","2023-05-07",0,NA,"inside my house",19,8,2,1,"1.5",NA,1,"1.4",NA,1,"1.3",NA,1,0,0,0,0,0,NA
11297,"annual_2023","2023-05-11",1,0,"inside my house",19.5,10,2,1,"2.03",NA,1,"2.01",NA,1,"1.13",NA,1,0,1,0,0,0,NA
11298,"annual_2022","2022-07-18",1,0,"In the house, carpet",19,16,2,1,"4.26",NA,1,"4.33",NA,1,"4.33",NA,0,1,1,1,0,0,NA
11311,"annual_2022","2022-07-19",1,0,"Inside my house",20.5,14,2,1,"3.45",NA,1,"3.60",NA,1,"3.01",NA,1,0,0,0,0,0,NA
11333,"annual_2023","2023-05-14",1,0,"The stairs from the garage to the first floor.",18,11,2,1,"1.72",NA,1,"1.95",NA,1,"2.05",NA,0,0,1,0,0,0,NA
11466,"annual_2022","2022-07-17",0,NA,"ground floor to 2nd floor starting from landing",19,14,2,1,"2.63",NA,1,"2.95",NA,1,"2.46",NA,1,0,1,0,0,0,NA
11466,"annual_2023","2023-05-24",1,0,"stairs 1st to 2nd",19,14,2,1,"4.82",NA,1,"3.22",NA,1,"3.73",NA,1,0,1,0,0,0,NA
12046,"annual_2023","2023-05-12",1,0,"Wood steps inside my house that go to basement",19,8,2,1,".99",NA,1,"1.42",NA,1,"1.61",NA,1,0,0,0,0,0,NA
12064,"annual_2023","2023-04-29",0,NA,"Inside my house, carpet.",19,8,1,1,"2.16",NA,1,"1.9",NA,1,"1.66",NA,1,0,1,0,0,0,NA
12068,"annual_2023","2023-05-20",1,0,"carpeted inside house",18,15,1,1,"1.75",NA,1,"2.75",NA,1,"2.85",NA,1,0,0,0,0,0,NA
12170,"annual_2023","2023-05-21",1,0,"Inside our house, from 1st to 2nd floor. Fully carpeted.",19,14,4,1,"3.88",NA,1,"3.99",NA,1,"4.25",NA,1,0,1,0,0,0,NA
12176,"annual_2023","2023-04-29",1,0,"inside stairs that she uses multiple times a day.",39,14,2,1,"2.49",NA,1,"3.07",NA,1,"2.99",NA,0,1,0,0,0,0,NA
12278,"annual_2022","2022-06-26",0,NA,"Outside of apartment used off leash every day when returning home from walks or daycare",16.5,20,3,1,"1.83",NA,1,"1.65",NA,1,"1.77",NA,1,0,1,0,0,0,NA
12278,"annual_2023","2023-05-07",1,0,"outside to front door",16.5,20,2,1,"1.81",NA,1,"2.42",NA,1,"2.19",NA,1,0,0,0,0,0,NA
12376,"annual_2023","2023-04-25",0,NA,"From the main floor to the downstairs. 7 steps, carpeted. He goes up and down them all the time since his sleep crate is down in my bedroom.",20,7,2,1,"2.0",NA,1,"1.10",NA,1,"1.15",NA,1,0,0,0,0,0,NA
12477,"annual_2023","2023-05-28",0,NA,"Inside my house, carpeted.",19,9,4,1,"3.18",NA,0,NA,"Dog got confused, handler missed the stop button.",1,"1.81",NA,1,0,0,0,0,0,NA
12544,"annual_2022","2022-07-10",0,NA,"Backyard",19.5,13,1,1,"1.98",NA,1,"1.81",NA,1,"2.01",NA,0,0,0,0,1,0,NA
12544,"annual_2023","2023-05-07",1,0,"In my yard",20.5,13,2,1,"2.52",NA,1,"2.53",NA,1,"2.23",NA,0,0,0,0,1,0,NA
12608,"annual_2023","2023-05-24",0,NA,"I am using carpeted stairs inside my house.",21,13,3,1,"3.76",NA,1,"2.41",NA,1,"2.15",NA,1,0,0,0,0,0,NA
12676,"annual_2023","2023-05-23",1,0,"Basement stairs",19,14,3,1,"5.95",NA,1,"5.35",NA,1,"13.18",NA,1,0,1,0,0,0,NA
12737,"annual_2023","2023-04-22",1,0,"Inside my house, wooden stairs with carpet treads on them.",19,11,3,1,"1.76",NA,1,"1.71",NA,1,"1.55",NA,1,0,1,0,0,0,NA
12835,"annual_2023","2023-04-10",0,NA,"Inside my house,carpet",17,14,1,1,"3.33",NA,1,"3.43",NA,1,"3.07",NA,1,0,1,0,0,0,NA
12887,"annual_2023","2023-05-15",1,1,"moved to hard wood floors from carpet",12.5,10,1,1,"6.1",NA,1,"6.1",NA,1,"6.1",NA,1,0,1,1,0,0,NA
13181,"annual_2022","2022-07-19",0,NA,"stairs from basement to first floor  painted wood with strips of skid-proof tape on each step",18.5,13,4,1,"1.48",NA,1,"1.51",NA,1,"1.81",NA,1,0,1,0,0,0,NA
13181,"annual_2023","2023-05-16",1,0,"inside stairs basement to first floor  wood with anti-slip tape strips",18.5,13,3,1,"1.52",NA,1,"1.79",NA,1,"1.18",NA,0,0,1,0,0,0,NA
13231,"annual_2023","2023-05-13",1,0,"Inside , carpet, steep, (Ground floor to basement)",20.5,13,1,1,"8.50",NA,1,"7.68",NA,1,"4.61",NA,1,0,0,0,0,0,NA
13359,"annual_2023","2023-05-10",1,0,"Main stairs inside home.",18,18,1,1,"8.97",NA,1,"8.17",NA,1,"8.74",NA,1,0,0,0,0,0,NA
13429,"annual_2022","2022-07-01",0,NA,"Inside house",20.5,6,3,1,"1.85",NA,1,"1.26",NA,1,"1.5",NA,0,0,1,0,0,0,NA
13429,"annual_2023","2023-04-13",1,0,"In my house",19,14,3,1,"4.15",NA,1,"4.18",NA,1,"4.25",NA,1,0,0,0,0,0,NA
13522,"annual_2023","2023-05-09",0,NA,"Inside stairs, carpeted",19,9,1,1,"1.16",NA,1,"1.16",NA,1,"1.18",NA,1,0,0,0,0,0,NA
13763,"annual_2023","2023-05-22",0,NA,"inside the house, wooden stairs",19.5,11,3,1,"23.85",NA,0,NA,"She just wouldn't do it. I think she was tired from the practice trials. Also, she never climbed stairs the 1st 9 years of her life, I had to teach her when I got her 5 years ago and she is still hesitant on them",1,"13.75",NA,1,0,1,0,0,0,NA
13877,"annual_2022","2022-07-23",0,NA,"Inside my house. The stairs are carpeted.",18.5,15,2,1,"2.37",NA,1,"2.49",NA,1,"2.42",NA,0,1,1,0,0,0,NA
13877,"annual_2023","2023-04-29",1,0,"Inside my house.",18,15,3,1,"1.87",NA,1,"2.50",NA,1,"2.94",NA,1,0,0,0,0,0,NA
14016,"annual_2023","2023-05-14",0,NA,"inside my house, carpet, slightly curved",19,18,3,1,"2.98",NA,1,"3.04",NA,1,"3.56",NA,1,0,1,0,0,0,NA
14387,"annual_2023","2023-05-24",1,0,"Inside my house, carpet",15,8,2,1,"1.53",NA,1,"1.41",NA,1,"1.30",NA,1,0,0,0,0,0,NA
14460,"annual_2023","2023-05-15",1,0,"inside my daughter's house - carpeting",20.5,15,4,1,"2.58",NA,1,"2.31",NA,1,"1.95",NA,1,0,0,0,0,0,NA
14596,"annual_2023","2023-05-17",1,0,"Basement steps made of wood.",19,12,1,1,"1.85",NA,1,"2.56",NA,1,"2.01",NA,1,0,0,0,0,0,NA
14659,"annual_2023","2023-05-23",0,NA,"Wooden stairs at the outside of my house",17.5,9,2,1,"2.90",NA,1,"1.17",NA,1,"1.74",NA,1,0,1,0,0,0,NA
14694,"annual_2022","2022-07-24",1,0,"Stairs from ground floor to second floor in our house",19,12,3,1,"6.69",NA,1,"5.81",NA,1,"5.95",NA,1,0,1,1,0,0,NA
14908,"annual_2023","2023-05-23",1,1,"our steps from the first to second floor inside the house are carpeted and there are sixteen stairs",17,16,1,1,"2.44",NA,1,"2.89",NA,1,"2.53",NA,1,0,1,0,0,0,NA
15110,"annual_2023","2023-04-30",0,NA,"carpet, inside my house",17,14,1,1,"3.15",NA,1,"3.05",NA,1,"2.10",NA,1,0,0,0,0,0,NA
15189,"annual_2023","2023-04-03",1,0,"Inside our house; carpeted stairs; doggy door is in the basement.   Used very often by Rudy and his brother.",20.5,16,2,1,"1.56",NA,1,"1.78",NA,1,"1.91",NA,0,0,1,1,0,0,NA
15191,"annual_2023","2023-04-07",1,0,"inside my house, carpet",19,9,1,1,"3.32",NA,1,"3.08",NA,1,"3.07",NA,1,0,0,0,0,0,NA
15377,"annual_2023","2023-04-30",0,NA,"Inside my house, carpeted",21.5,11,2,1,"1.70",NA,1,"1.28",NA,1,"1.20",NA,1,0,0,0,0,0,NA
15379,"annual_2022","2022-07-24",0,NA,"Parking garage",15,10,3,1,"8.02",NA,1,"8.0",NA,1,"7.0",NA,0,0,1,1,0,0,NA
15475,"annual_2023","2023-04-15",0,NA,"inside my house, carpet",19,12,2,1,"1.25",NA,1,"1.19",NA,1,"1.23",NA,1,0,1,0,0,0,NA
15618,"annual_2023","2023-05-06",0,NA,"Inside house between first and second floors, and carpeted.",21,13,2,1,"1.80",NA,1,"2.00",NA,1,"1.5",NA,1,0,1,0,0,0,NA
15846,"annual_2023","2023-05-15",1,0,"The set of stairs are inside my house and are carpeted.",18,14,3,1,"2.17",NA,1,"2.13",NA,1,"2.05",NA,1,0,1,0,0,0,NA
15897,"annual_2023","2023-05-12",1,0,"In side my house.  Stairway to rec. room.  Carpeted.",20.5,11,3,1,"4.41",NA,1,"4.51",NA,1,"4.59",NA,1,0,1,0,0,0,NA
16291,"annual_2023","2023-04-26",1,0,"Outdoors from ground level to deck",19.5,10,2,1,"1.53",NA,1,"1.40",NA,1,"1.23",NA,1,0,1,0,0,0,NA
16296,"annual_2023","2023-05-15",0,NA,"outside steps of friend's house.  Wood",19,8,3,1,"1.59",NA,1,"1.83",NA,1,"1.22",NA,0,0,1,0,0,0,NA
16479,"annual_2023","2023-05-13",1,0,"Inside my house with carpet",18,15,4,1,"2.89",NA,1,"2.71",NA,1,"1.66",NA,1,0,0,0,0,0,NA
16569,"annual_2023","2023-04-24",1,0,"Inside the house",20.5,14,3,1,"3.12",NA,1,"3.9",NA,1,"3.8",NA,0,0,1,0,0,0,NA
16679,"annual_2023","2023-04-06",1,0,"BART station (Public rail transportation in Bay Area, California) stairs to platform made of concrete",16,21,1,1,"4.13",NA,1,"4.08",NA,1,"3.91",NA,0,0,1,0,0,0,NA
16695,"annual_2023","2023-04-18",1,0,"The stairs are inside my house and are carpeted",18.5,13,3,1,"1.89",NA,1,"1.91",NA,1,"1.72",NA,1,0,1,0,0,0,NA
16835,"annual_2023","2023-05-15",0,NA,"inside house - from 1st to landing.  Carpeted",18,9,1,1,"2.06",NA,1,"2.12",NA,1,"1.81",NA,1,0,1,0,0,0,NA
17038,"annual_2023","2023-05-24",0,NA,"In my yard for the deck",16,10,4,1,"2.90",NA,1,"3.46",NA,1,"3.96",NA,1,0,1,0,0,0,NA
17049,"annual_2023","2023-04-22",1,0,"Inside house, basement to main level",18.5,12,4,1,"3.83",NA,1,"2.45",NA,1,"3.01",NA,1,0,1,0,0,0,NA
17203,"annual_2022","2022-07-24",1,0,"inside stairs wood",19,6,1,1,"2.55",NA,1,"4.3",NA,1,"2.43",NA,1,0,1,0,0,0,NA
17258,"annual_2023","2023-05-21",1,0,"In the house wood stairs",19,16,2,0,NA,"She slipped",1,"3.25",NA,1,"2.78",NA,1,0,1,0,0,0,NA
17665,"annual_2023","2023-04-07",1,0,"inside house carpeted stairs",18,14,1,1,"1.92",NA,1,"1.96",NA,1,"1.90",NA,1,0,0,0,0,0,NA
17854,"annual_2022","2022-07-08",0,NA,"Carpeted stairway inside our front door leading to second level",18,15,2,1,"3.8",NA,1,"2.8",NA,1,"2.48",NA,1,0,0,0,0,0,NA
17854,"annual_2023","2023-05-06",1,0,"Entry steps to home",18,15,1,1,"2.43",NA,1,"2.90",NA,1,"2.65",NA,1,0,0,0,0,0,NA
18186,"annual_2023","2023-04-24",0,NA,"Inside my house and carpeted",19,12,2,1,"3.33",NA,1,"3.58",NA,1,"2.89",NA,1,0,0,0,0,0,NA
18257,"annual_2023","2023-05-21",0,NA,"Inside carpeted",18,9,3,1,"1.75",NA,1,"1.85",NA,1,"1.16",NA,1,0,0,0,0,0,NA
18384,"annual_2023","2023-04-26",1,0,"stairs hardwood, curved, in house, 16 steps",14,15,1,1,"4.01",NA,1,"3.50",NA,1,"3.00",NA,1,0,1,0,0,0,NA
18406,"annual_2023","2023-05-04",1,0,"from main level of house to lower level. Footing is hardwood",19,12,1,1,"1.88",NA,1,"2.00",NA,1,"1.75",NA,1,0,0,0,0,0,NA
18611,"annual_2023","2023-05-13",1,0,"Inside our house. Wood",20.5,14,1,1,"3.38",NA,1,"4.65",NA,1,"2.37",NA,0,0,0,0,1,0,NA
18647,"annual_2023","2023-05-16",0,NA,"inside my house with carpet",19,13,1,1,"1.73",NA,1,"1.87",NA,1,"1.73",NA,1,0,0,0,0,0,NA
18779,"annual_2022","2022-07-16",0,NA,"In a green space behind the local strip mall. The stairs go to the back door of a second floor business. Caesar likes to climb them when we visit.",16,18,2,1,"2.93",NA,1,"2.86",NA,1,"3.11",NA,1,0,0,0,0,0,NA
18984,"annual_2023","2023-05-16",1,0,"inside my house, wood floor",16.5,13,2,1,"5.35",NA,1,"6.32",NA,1,"6.70",NA,0,0,1,0,0,0,NA
19104,"annual_2023","2023-04-16",1,1,"Basement to 1st floor",18,12,3,1,"13.73",NA,1,"5.18",NA,1,"4.78",NA,1,0,0,0,0,0,NA
19195,"annual_2023","2023-05-08",1,0,"inside house, stairs have slight curve",18,16,1,1,"3.21",NA,1,"2.95",NA,0,NA,"Dog ran off, didn't want to continue activity.",1,0,0,0,0,0,NA
19285,"annual_2023","2023-06-03",1,0,"Inside my house.",18,16,2,1,"4.5",NA,1,"4",NA,1,"3.5",NA,0,0,1,0,0,0,NA
19299,"annual_2023","2023-05-22",1,0,"inside my house, carpet",19.5,14,2,1,"2.48",NA,1,"2.39",NA,1,"2.11",NA,0,0,0,0,1,0,NA
19306,"annual_2023","2023-04-15",0,NA,"Stairs with carpet surface inside family member's home going from 1st floor to 2nd floor",19,16,1,1,"2.13",NA,1,"1.74",NA,1,"1.79",NA,1,0,1,0,0,1,"canned food"
19331,"annual_2022","2022-06-25",1,0,"Wooden staircase inside my house.",18,9,3,1,"12.35",NA,1,"12.55",NA,1,"11.96",NA,0,0,0,0,1,0,NA
19464,"annual_2023","2023-05-12",1,0,"Inside the house, wood",18.5,8,3,1,"3.03",NA,1,"3.60",NA,1,"2.81",NA,1,1,1,0,0,0,NA
19489,"annual_2023","2023-05-21",0,NA,"Inside my house. Wood with rubber-backed  carpet protectors.",18,14,3,1,"2.45",NA,1,"2.16",NA,1,"2.01",NA,1,0,1,0,0,0,NA
19520,"annual_2023","2023-05-12",0,NA,"apartment building, concrete",17.5,16,2,1,"1.93",NA,1,"1.83",NA,1,"1.79",NA,1,0,1,0,0,0,NA
19570,"annual_2023","2023-05-13",1,0,"Inside my house. Carpet",20,12,1,1,"3.24",NA,1,"2.77",NA,1,"5.04",NA,1,0,0,0,0,0,NA
19811,"annual_2023","2023-04-19",0,NA,"inside my house, wooden stairs",19,15,1,1,"5.09",NA,1,"5.01",NA,1,"4.91",NA,0,1,1,0,0,0,NA
19856,"annual_2023","2023-04-30",1,0,"wood, inside our home",18.5,9,5,1,"3.59",NA,1,"3.18",NA,0,NA,"Messed up with the timer",1,0,1,0,0,0,NA
19932,"annual_2023","2023-05-21",1,0,"Inside my parents' house, where we often visit for hours or days at a time throughout the year. The first step is wood and the rest are carpet.",19,12,1,1,"3.03",NA,1,"3.54",NA,1,"3.22",NA,1,0,1,0,0,0,NA
19943,"annual_2023","2023-04-09",1,0,"Inside the house with hardwood flooring.",19,10,1,1,".96",NA,1,"1.08",NA,1,".90",NA,1,0,1,0,0,0,NA
20064,"annual_2022","2022-07-23",0,NA,"Concrete stairs in apartment building.",16.5,11,3,1,"2.89",NA,1,"2.86",NA,1,"2.77",NA,1,0,0,0,0,0,NA
20155,"annual_2022","2022-07-11",0,NA,"Inside my house, from basement to first floor. Wooden steps some with carpet squares, back of steps is solid, one side is a wall other is open.",19,13,3,1,"1.53",NA,1,"2.18",NA,1,"1.47",NA,0,1,1,0,0,0,NA
20155,"annual_2023","2023-04-27",1,0,"inside my house, wood with carpet squares",19,13,3,1,"2.16",NA,1,"1.85",NA,1,"1.79",NA,1,0,1,0,0,0,NA
20170,"annual_2022","2022-08-09",0,NA,"inside my house; wooden stairs",19,10,3,1,"2.28",NA,1,"1.73",NA,1,"1.68",NA,1,0,0,0,0,0,NA
20444,"annual_2023","2023-05-15",1,0,"outside, front entry to porch. brick surface",16,8,3,1,"5.0",NA,1,"4.0",NA,1,"4.0",NA,1,0,1,1,0,0,NA
20520,"annual_2023","2023-05-10",1,0,"In my office, this is a wide stairway with carpet.  There are 17 stairs with a small landing midway. He likes to chart up the stairs.",19,17,1,1,"3.81",NA,1,"3.1",NA,1,"2.97",NA,0,0,0,0,0,1,"He likes to charge up the stairs and I was at the top cheering him on.  The 3rd trial is a surprise. He seemed lackluster but beat his previous times!"
20579,"annual_2023","2023-05-23",0,NA,"wood exterior stairs, studio",19,15,2,1,"2.51",NA,1,"2.49",NA,1,"2.40",NA,0,1,0,0,0,0,NA
20967,"annual_2023","2023-05-21",0,NA,"Stairway on the hillside in front of our residence; the footing is concrete.",18,12,4,1,"1.45",NA,1,"1.33",NA,1,"1.59",NA,1,0,0,0,0,0,NA
21024,"annual_2022","2022-08-09",0,NA,"Carpeted stairs in my house.",18,8,2,1,"1.85",NA,1,"2.32",NA,0,NA,"He came to a half on stair seven and looked back at the handler.",0,0,1,0,0,0,NA
21024,"annual_2023","2023-05-11",1,0,"Inside my house, from first to second floor.",18,8,1,1,"1.36",NA,1,"1.30",NA,1,"1.18",NA,0,0,1,0,0,0,NA
21060,"annual_2023","2023-05-05",1,0,"Carpeted stairs inside my house",19,13,1,1,"1.66",NA,1,"1.22",NA,1,"1.30",NA,1,0,0,0,0,0,NA
21117,"annual_2023","2023-05-24",1,0,"The stairs lead from the foyer to the basement",18.5,17,1,1,"4.30",NA,1,"4.36",NA,1,"3.18",NA,1,0,1,0,0,0,NA
21277,"annual_2023","2023-04-16",1,0,"Centrally located, wood stairs inside our house.",20.5,14,1,1,"1.70",NA,1,"1.61",NA,1,"1.75",NA,1,0,0,0,0,0,NA
21909,"annual_2023","2023-05-23",0,NA,"Outside from yard to deck. Trex decking surface.",17,13,2,1,"2.63",NA,1,"2.21",NA,1,"2.45",NA,1,0,1,0,0,0,NA
21970,"annual_2022","2022-07-06",1,0,"In my house, basement to main floor. Vinyl plank flooring",20,12,3,1,"1.66",NA,1,"1.87",NA,1,"2.10",NA,1,1,1,0,0,0,NA
22061,"annual_2023","2023-05-20",0,NA,"Outside, concrete and metal stairs at apartment complex",17.5,15,4,1,"6.28",NA,1,"7.94",NA,1,"5.62",NA,1,0,1,0,0,0,NA
22234,"annual_2023","2023-04-23",0,NA,"Outside my house leading up to the house. They are concrete stairs.",14,8,4,1,"2.58",NA,1,"2.17",NA,1,"2.43",NA,1,0,0,0,0,0,NA
22236,"annual_2023","2023-05-22",0,NA,"inside stairs, carpet",19,8,3,1,".68",NA,1,"1.48",NA,1,"2.05",NA,0,0,1,0,0,0,NA
22265,"annual_2023","2023-05-25",0,NA,"Inside my house, carpet",20,9,3,1,"1.79",NA,1,".9",NA,1,"1.44",NA,1,0,1,0,0,0,NA
22365,"annual_2022","2022-07-07",1,0,"Stairs inside the vet clinic where I work. My dog goes up these stairs daily.",15,16,2,1,"2.34",NA,1,"2.73",NA,1,"2.91",NA,1,0,1,0,0,0,NA
22365,"annual_2023","2023-05-11",1,0,"Stairs to attic at my clinic",16,16,2,1,"2.17",NA,1,"2.39",NA,1,"2.49",NA,1,0,0,0,0,0,NA
22440,"annual_2023","2023-05-27",0,NA,"inside my house  carpeted",19.5,12,4,1,"1.50",NA,1,"1.80",NA,1,"1.48",NA,1,0,1,0,0,0,NA
22907,"annual_2023","2023-05-06",1,0,"inside house. carpet",19,16,2,1,"3.95",NA,1,"2.73",NA,1,"2.80",NA,1,0,1,0,0,0,NA
23311,"annual_2022","2022-08-04",0,NA,"inside step to landing",19.5,8,2,1,"4.40",NA,1,"5.78",NA,1,"2.69",NA,1,0,1,0,0,0,NA
23312,"annual_2023","2023-05-14",0,NA,"inside house, wood",19,16,3,1,"10",NA,1,"8.9",NA,1,"11.6",NA,1,0,1,0,0,0,NA
23384,"annual_2023","2023-04-30",1,0,"In my house, main level to the basement",20.5,12,1,1,"2.49",NA,1,"2.19",NA,1,"1.95",NA,0,0,1,0,0,0,NA
23451,"annual_2023","2023-05-09",1,0,"Inside my house",35.5,15,1,1,"2.6",NA,1,"3.2",NA,1,"2.2",NA,1,0,0,0,0,0,NA
23969,"annual_2022","2022-07-01",1,0,"Inside the house, carpet, last step has laminate, covered with a rug",19,8,1,1,"1.08",NA,1,"0.96",NA,1,"1.35",NA,1,0,0,0,0,1,"Treat in a hand of favorite visitor"
23969,"annual_2023","2023-04-13",1,0,"Inside the house, stairs have carpet",18,8,1,1,"1.23",NA,1,"1.04",NA,1,"1.58",NA,1,0,0,0,0,1,"Favorite guest with a treat"
24122,"annual_2023","2023-05-06",0,NA,"The stairs are carpeted and inside my house.  However, it is 7 stairs rather than 8.",20.5,7,1,1,"1.01",NA,1,"1.10",NA,1,"1.41",NA,1,0,0,0,0,0,NA
24285,"annual_2023","2023-05-18",1,0,"Inside the house.  Wood.",20,9,3,1,"4.62",NA,1,"4.25",NA,1,"3.85",NA,1,0,1,0,0,0,NA
24541,"annual_2023","2023-05-21",0,NA,"Inside my house. Wood with thin carpeted treads.",19.5,16,3,1,"5.99",NA,1,"5.75",NA,1,"4.60",NA,1,0,1,0,0,1,"Other dog barking like an idiot."
24666,"annual_2023","2023-05-21",0,NA,"Carpet pads",19,14,3,1,"12.65",NA,0,NA,"She was tired and she wanted to go to bed so she wouldn't do the stairs again. She is 17 years old and although she can do stairs, it's not her favorite thing",0,NA,"Same as trial two",0,0,1,0,0,0,NA
24839,"annual_2023","2023-05-06",0,NA,"indoor carpeted",19.5,9,2,1,"0.90",NA,1,"1.21",NA,1,"1.06",NA,1,0,0,0,0,0,NA
24899,"annual_2023","2023-05-07",0,NA,"Inside my house. The stairs are carpeted.",19,12,3,1,"1.80",NA,1,"1.60",NA,1,"1.43",NA,0,0,1,0,0,0,NA
25127,"annual_2023","2023-05-14",0,NA,"Home",18,16,1,1,"7.6",NA,1,"7.8",NA,1,"7.9",NA,0,0,1,0,0,0,NA
25154,"annual_2023","2023-04-22",0,NA,"In my yard, wood",17,8,3,1,"1.00",NA,1,"1.06",NA,1,"1.19",NA,0,0,1,0,0,0,NA
25184,"annual_2023","2023-04-30",1,1,"to second floor where  bedroom is",50,11,1,1,"3.87",NA,1,"3.89",NA,1,"3.88",NA,0,0,0,0,0,1,"called her up"
25188,"annual_2022","2022-07-04",0,NA,"Insdie my house to the cecond floor. The steps are carpeted",18,14,1,1,"3.06",NA,1,"2.77",NA,1,"2.52",NA,1,0,0,0,0,0,NA
25188,"annual_2023","2023-04-02",1,0,"inside my house",19.5,13,1,1,"2.6",NA,1,"2.4",NA,1,"2.11",NA,1,0,0,0,0,0,NA
25284,"annual_2022","2022-07-24",1,0,"Inside my house",20.5,9,3,1,"1.28",NA,1,"1.18",NA,1,"1.26",NA,1,0,0,0,0,0,NA
25284,"annual_2023","2023-05-17",1,0,"Inside my house",20.5,9,1,1,"1.11",NA,1,"1.31",NA,1,"1.35",NA,1,0,1,0,0,0,NA
25292,"annual_2022","2022-07-10",0,NA,"Inside stairs to top floor",21,13,2,1,"3.22",NA,1,"3.61",NA,1,"3.21",NA,0,0,1,0,0,0,NA
25538,"annual_2022","2022-07-09",1,0,"outside, running from main house to guest cottage.  NB:  the stairs make an L-shape, with two landings",17,13,1,1,"2.17",NA,1,"1.93",NA,1,"1.97",NA,1,0,1,0,0,0,NA
