"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
2895,"precision_1","2895-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.050","Negative","1+","Negative","Negative",7.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Many","Many",NA,"None Observed","None Observed","None Observed","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture.  Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
2895,"precision_2","2895-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.051","Negative","1+","Negative","Negative",7,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Few","Many",NA,NA,NA,"Few","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture.Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
2895,"precision_3","2895-precision_3-Urine","Free Catch",">3 mL","Flocculent","1.053","Negative","1+","Negative","Negative",7,"1+","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate","Struvite",NA,"Moderate","Rare",NA,NA,NA,"Few","Yellow",NA
3035,"precision_1","3035-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.041","Negative","1+","Negative","Negative",7.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,"None Observed","Many","Gold","Checked by CW"
3035,"precision_2","3035-precision_2-Urine","Unknown",">3 mL","Clear","1.050","Negative","1+","Negative","Negative",7,"1+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
3091,"precision_1","3091-precision_1-Urine","Free Catch",">3 mL","Clear","1.029","Negative","Negative","Negative","1+",6,"2+","0-3","3-6","3-6","None Observed","Hyaline",NA,NA,"Few",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
3091,"precision_2","3091-precision_2-Urine","Free Catch",">3 mL","Clear","1.018","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
3304,"precision_1","3304-precision_1-Urine","Voided",">3 mL","Slightly Hazy","1.022","Negative","Negative","Negative","Negative",7.5,"Negative","None Observed","None Observed","6-10","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Dark Brown",NA
3315,"precision_1","3315-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.041","Negative","1+","Negative","Negative",6.5,"Trace","0-3","3-6","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Checked by LH/KP"
3315,"precision_2","3315-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.049","Negative","Negative","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
3412,"precision_1","3412-precision_1-Urine","Cystocentesis","1-3 mL","Flocculent","1.050","Negative","1+","Negative","Negative",8,"2+","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"None Observed","Many","Dark Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
3412,"precision_2","3412-precision_2-Urine","Cystocentesis",">3 mL","Cloudy","1.047","Negative","Negative","Negative","Negative",8,"2+","3-6","0-3","None Observed","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Many","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
3468,"precision_1","3468-precision_1-Urine","Voided",">3 mL","Hazy","1.047","Negative","1+","Negative","Negative",6,"Trace","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Straw",NA
3468,"precision_2","3468-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.052","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Gold",NA
3502,"precision_1","3502-precision_1-Urine","Free Catch","1-3 mL","Cloudy","1.053","Negative","1+","Negative","Negative",7,"1+","0-3","6-10","6-10","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Cocci","Many","Dark Yellow","RBC/HPF changed to 6-10 dipstick result negative verified. "
3502,"precision_2","3502-precision_2-Urine","Free Catch","1-3 mL","Clear","1.056","Negative","Negative","Negative","Negative",6.5,"Trace","0-3","0-3","3-6","None Observed","Hyaline",NA,NA,"Few",NA,NA,"Degenerating",NA,NA,"Few",NA,NA,NA,NA,"Rare","Dark Yellow",NA
3586,"precision_1","3586-precision_1-Urine","Cystocentesis","1-3 mL","Clear","1.035","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow",NA
3586,"precision_2","3586-precision_2-Urine","Unknown",">3 mL","Slightly Hazy","1.024","Negative","1+","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow","ICTOTEST POSITIVE."
3595,"precision_1","3595-precision_1-Urine","Free Catch","1-3 mL","Clear","1.010","Negative","Negative","Negative","Negative",7,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
3595,"precision_2","3595-precision_2-Urine","Free Catch",">3 mL","Hazy","1.024","Negative","Negative","Negative","Negative",7,"Trace","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
3653,"precision_1","3653-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy",">1.060","Negative","Negative","Negative","Negative",6,"Trace","orig 0-5 harm 0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","None Observed","Dark Straw","Checked by EJ"
3653,"precision_2","3653-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.040","Negative","Negative","Negative","Negative",6,"Negative","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
3803,"precision_1","3803-precision_1-Urine","Free Catch",">3 mL","Hazy","1.025","Negative","Negative","Negative","Negative",6,"1+","0-3","0-3","0-3","None Observed","Granular","Hyaline",NA,"Rare","Moderate",NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
3900,"precision_1","3900-precision_1-Urine","Unknown",">3 mL","Hazy","1.033","Negative","Negative","Negative","Negative",7.5,"2+","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,"None Observed","Cocci","None Observed","Straw","Please interpret in light of urine sampling method and clinical presentation. "
3900,"precision_2","3900-precision_2-Urine","Free Catch",">3 mL","Clear","1.030","Negative","Negative","Negative","Negative",6,"Trace","0-3","0-3","0-3","None Observed","Hyaline",NA,NA,"Few",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
4093,"precision_1","4093-precision_1-Urine","Free Catch","1-3 mL","Hazy","1.045","Negative","1+","Negative","Negative",7,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Checked by EJ"
4093,"precision_2","4093-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.033","Negative","Negative","Negative","Negative",7,"Trace","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
4284,"precision_1","4284-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.040","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Straw",NA
4290,"precision_1","4290-precision_1-Urine","Free Catch","1-3 mL","Cloudy","1.040","Negative","1+","Negative","Negative",6,"Negative","Rare","None Observed","Rare","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
4352,"precision_1","4352-precision_1-Urine","Free Catch",">3 mL","Clear","1.028","Negative","Negative","Negative","Negative",6.5,"Negative","Rare","Rare","Rare","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,"None Observed","None Observed","Many","Straw",NA
4352,"precision_2","4352-precision_2-Urine","Free Catch","1-3 mL","Slightly Hazy","1.027","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
4352,"precision_3","4352-precision_3-Urine","Free Catch",">3 mL","Clear","1.033","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
4408,"precision_1","4408-precision_1-Urine","Free Catch",">3 mL","Clear","1.008","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Few",NA,NA,NA,NA,"Few","Pale Yellow",NA
4416,"precision_1","4416-precision_1-Urine","Unknown",">3 mL","Slightly Hazy","1.028","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","orig 0-5 harm 0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow",NA
4416,"precision_2","4416-precision_2-Urine","Free Catch",">3 mL","Clear","1.037","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
4416,"precision_3","4416-precision_3-Urine","Cystocentesis",">3 mL","Flocculent","1.014","Negative","Negative","Negative","Trace",6.5,"Negative","0-3","3-6","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
4425,"precision_1","4425-precision_1-Urine","Free Catch",">3 mL","Hazy","1.018","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","0-3","None Observed","Hyaline",NA,NA,"Few",NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,"None Observed","Many","Straw","Calcium oxalate dihydrate crystals can be clinically insignificant (from storage) or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
4859,"precision_1","4859-precision_1-Urine","Cystocentesis","1-3 mL","Clear","1.037","Negative","Negative","Negative","Negative",7,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow",NA
4859,"precision_2","4859-precision_2-Urine","Unknown",">3 mL","Slightly Hazy","1.011","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
4919,"precision_1","4919-precision_1-Urine","Free Catch","1-3 mL","Flocculent","1.028","Negative","Negative","Negative","Negative",8,"Negative","Rare","None Observed","orig 0-5 harm 0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"None Observed","Many","Yellow","Checked by EJ "
4919,"precision_2","4919-precision_2-Urine","Unknown",">3 mL","Slightly Hazy","1.021","Negative","Negative","Negative","Negative",7,"Negative","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
5486,"precision_2","5486-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.044","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,"Few","Yellow","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
5670,"precision_1","5670-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.047","Negative","Negative","Negative","Negative",7.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating","Struvite",NA,"Moderate","Moderate",NA,NA,"None Observed","Rare","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
